Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022],2023 [YR2023],Series Name_social,Series Code_social,2021 [YR2021]_social,2022 [YR2022]_social,2023 [YR2023]_social,Series Name_env,Series Code_env,2021 [YR2021]_env,2022 [YR2022]_env,2023 [YR2023]_env,Series Name_stats,Series Code_stats,2021 [YR2021]_stats,2022 [YR2022]_stats,2023 [YR2023]_stats,Country_ID,Name
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.062996385,7.531078346,5.067138654,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.497,79.236,..,Forest area (% of land area),AG.LND.FRST.ZS,18.30295455,18.16159091,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.7,2.7,2.7,ATG,Antigua and Barbuda
Antigua and Barbuda,ATG,Trade (% of GDP),NE.TRD.GNFS.ZS,101.1228835,117.6300051,..,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.497,79.236,..,Forest area (% of land area),AG.LND.FRST.ZS,18.30295455,18.16159091,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.7,2.7,2.7,ATG,Antigua and Barbuda
Antigua and Barbuda,ATG,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.497,79.236,..,Forest area (% of land area),AG.LND.FRST.ZS,18.30295455,18.16159091,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.7,2.7,2.7,ATG,Antigua and Barbuda
Australia,AUS,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.49349E+12,1.55685E+12,1.61044E+12,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.3,83.2,..,Forest area (% of land area),AG.LND.FRST.ZS,17.42131456,17.42131456,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.33122426,1.441664459,1.505191066,AUS,Australia
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.863910422,6.594096713,5.597014925,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.3,83.2,..,Forest area (% of land area),AG.LND.FRST.ZS,17.42131456,17.42131456,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.33122426,1.441664459,1.505191066,AUS,Australia
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,40.30248027,45.82177023,49.22518406,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.3,83.2,..,Forest area (% of land area),AG.LND.FRST.ZS,17.42131456,17.42131456,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.33122426,1.441664459,1.505191066,AUS,Australia
Australia,AUS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,22.42271872,22.07842755,21.31385508,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.3,83.2,..,Forest area (% of land area),AG.LND.FRST.ZS,17.42131456,17.42131456,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.33122426,1.441664459,1.505191066,AUS,Australia
Austria,AUT,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,5.63429E+11,5.93166E+11,5.87501E+11,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1902439,81.09268293,..,Forest area (% of land area),AG.LND.FRST.ZS,47.1720795,47.20613185,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.845494139,0.949623753,0.924839558,AUT,Austria
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.766666667,8.546869932,7.81413417,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1902439,81.09268293,..,Forest area (% of land area),AG.LND.FRST.ZS,47.1720795,47.20613185,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.845494139,0.949623753,0.924839558,AUT,Austria
Austria,AUT,Trade (% of GDP),NE.TRD.GNFS.ZS,111.0322687,124.3834515,116.8139194,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1902439,81.09268293,..,Forest area (% of land area),AG.LND.FRST.ZS,47.1720795,47.20613185,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.845494139,0.949623753,0.924839558,AUT,Austria
Austria,AUT,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,21.73176561,20.55248881,20.46541252,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1902439,81.09268293,..,Forest area (% of land area),AG.LND.FRST.ZS,47.1720795,47.20613185,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.845494139,0.949623753,0.924839558,AUT,Austria
Azerbaijan,AZE,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2.03884E+11,2.13497E+11,2.15896E+11,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.366,73.488,..,Forest area (% of land area),AG.LND.FRST.ZS,13.83299093,13.97248155,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.7,1.7,1.7,AZE,Azerbaijan
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.650299127,13.85225901,8.785430498,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.366,73.488,..,Forest area (% of land area),AG.LND.FRST.ZS,13.83299093,13.97248155,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.7,1.7,1.7,AZE,Azerbaijan
Azerbaijan,AZE,Trade (% of GDP),NE.TRD.GNFS.ZS,76.28686569,86.98227325,83.61935035,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.366,73.488,..,Forest area (% of land area),AG.LND.FRST.ZS,13.83299093,13.97248155,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.7,1.7,1.7,AZE,Azerbaijan
Azerbaijan,AZE,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,13.86744232,11.64214799,14.01295064,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.366,73.488,..,Forest area (% of land area),AG.LND.FRST.ZS,13.83299093,13.97248155,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.7,1.7,1.7,AZE,Azerbaijan
Burundi,BDI,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,10847771569,11048346804,11346652234,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.663,61.977,..,Forest area (% of land area),AG.LND.FRST.ZS,10.8894081,10.8894081,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1975.950881,2034.306634,2574.051749,BDI,Burundi
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.404538451,18.80087867,26.94148358,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.663,61.977,..,Forest area (% of land area),AG.LND.FRST.ZS,10.8894081,10.8894081,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1975.950881,2034.306634,2574.051749,BDI,Burundi
Burundi,BDI,Trade (% of GDP),NE.TRD.GNFS.ZS,28.81866,28.31532036,29.59324787,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.663,61.977,..,Forest area (% of land area),AG.LND.FRST.ZS,10.8894081,10.8894081,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1975.950881,2034.306634,2574.051749,BDI,Burundi
Burundi,BDI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,30.77247,30.9754527,30.50530896,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.663,61.977,..,Forest area (% of land area),AG.LND.FRST.ZS,10.8894081,10.8894081,..,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1975.950881,2034.306634,2574.051749,BDI,Burundi
