Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022],2023 [YR2023],Series Name_social,Series Code_social,2021 [YR2021]_social,2022 [YR2022]_social,Series Name_env,Series Code_env,2021 [YR2021]_env,2022 [YR2022]_env,Series Name_stats,Series Code_stats,2021 [YR2021]_stats,2022 [YR2022]_stats,2023 [YR2023]_stats,Country_ID,Name
12,0,0,3,-0.1627458671319135,-0.1634242801289754,-0.1690809384562637,0,0,0.4304424017781607,0.386016549222548,0,0,-1.2779588470012058,-1.3017016195441296,0,0,-0.2084018006956584,-0.2153248510870206,-0.2198560223058116,0,12
12,0,2,0,,,,0,0,0.4304424017781607,0.386016549222548,0,0,-1.2779588470012058,-1.3017016195441296,0,0,-0.2084018006956584,-0.2153248510870206,-0.2198560223058116,0,12
12,0,3,2,-0.1631503210394836,-0.1638472415957431,-0.1694927035798496,0,0,0.4304424017781607,0.386016549222548,0,0,-1.2779588470012058,-1.3017016195441296,0,0,-0.2084018006956584,-0.2153248510870206,-0.2198560223058116,0,12
12,0,1,1,-0.1631503210525481,-0.1638472416111204,-0.1694927035940712,0,0,0.4304424017781607,0.386016549222548,0,0,-1.2779588470012058,-1.3017016195441296,0,0,-0.2084018006956584,-0.2153248510870206,-0.2198560223058116,0,12
1,1,0,3,0.1319979918813907,0.1310574451337268,0.1124004579435788,0,0,-1.208332386140335,-1.231604357366927,0,0,-0.0693757522835922,-0.0963738568973031,0,0,,,,1,1
1,1,2,0,-0.1631503210541883,-0.1638472416121782,-0.1694927035952484,0,0,-1.208332386140335,-1.231604357366927,0,0,-0.0693757522835922,-0.0963738568973031,0,0,,,,1,1
1,1,3,2,-0.1631503210491048,-0.163847241607336,-0.1694927035905394,0,0,-1.208332386140335,-1.231604357366927,0,0,-0.0693757522835922,-0.0963738568973031,0,0,,,,1,1
1,1,1,1,-0.1631503210534087,-0.1638472416118075,-0.1694927035946048,0,0,-1.208332386140335,-1.231604357366927,0,0,-0.0693757522835922,-0.0963738568973031,0,0,,,,1,1
0,2,0,3,-0.1541272782586466,-0.1556945665155391,-0.1616740467077608,0,0,-1.2711939875855605,-1.2328691049347462,0,0,-1.298985172341001,-1.3228381171601822,0,0,,,,2,0
0,2,2,0,,,,0,0,-1.2711939875855605,-1.2328691049347462,0,0,-1.298985172341001,-1.3228381171601822,0,0,,,,2,0
0,2,3,2,-0.1631503210495414,-0.1638472416058812,-0.1694927035895548,0,0,-1.2711939875855605,-1.2328691049347462,0,0,-1.298985172341001,-1.3228381171601822,0,0,,,,2,0
0,2,1,1,-0.1631503210527132,-0.1638472416110557,-0.1694927035939171,0,0,-1.2711939875855605,-1.2328691049347462,0,0,-1.298985172341001,-1.3228381171601822,0,0,,,,2,0
2,3,0,3,0.0770617960046387,0.0765535316826883,0.0626716450755593,0,0,-1.9488777034082163,-1.939856045617641,0,0,-0.5166857753832299,-0.5401584621716827,0,0,,,,3,2
2,3,2,0,-0.1631503210545561,-0.1638472416124645,-0.1694927035954542,0,0,-1.9488777034082163,-1.939856045617641,0,0,-0.5166857753832299,-0.5401584621716827,0,0,,,,3,2
2,3,3,2,,,,0,0,-1.9488777034082163,-1.939856045617641,0,0,-0.5166857753832299,-0.5401584621716827,0,0,,,,3,2
2,3,1,1,,,,0,0,-1.9488777034082163,-1.939856045617641,0,0,-0.5166857753832299,-0.5401584621716827,0,0,,,,3,2
7,4,0,3,-0.1362370661757173,-0.1371219637634755,-0.1442890283873926,0,0,-1.3168167917610032,-1.3598352876681254,0,0,0.938140495194192,0.9064267694753804,0,0,-0.0352567724727546,-0.092451917138539,-0.0443084569015208,4,7
7,4,2,0,-0.1631503210522407,-0.1638472416111054,-0.1694927035946315,0,0,-1.3168167917610032,-1.3598352876681254,0,0,0.938140495194192,0.9064267694753804,0,0,-0.0352567724727546,-0.092451917138539,-0.0443084569015208,4,7
7,4,3,2,-0.1631503210471162,-0.1638472416062051,-0.1694927035895767,0,0,-1.3168167917610032,-1.3598352876681254,0,0,0.938140495194192,0.9064267694753804,0,0,-0.0352567724727546,-0.092451917138539,-0.0443084569015208,4,7
7,4,1,1,-0.1631503210541418,-0.1638472416124497,-0.1694927035954332,0,0,-1.3168167917610032,-1.3598352876681254,0,0,0.938140495194192,0.9064267694753804,0,0,-0.0352567724727546,-0.092451917138539,-0.0443084569015208,4,7
3,5,0,3,-0.1583841036526726,-0.1590324662500365,-0.1648200866221479,0,0,0.6776668598026099,0.6320636464984968,0,0,-0.1202720937262483,-0.1379488997847835,0,0,-0.1804275467173175,-0.1855286680822921,-0.1944564518273149,5,3
3,5,2,0,-0.1631503210547353,-0.1638472416125887,-0.1694927035954725,0,0,0.6776668598026099,0.6320636464984968,0,0,-0.1202720937262483,-0.1379488997847835,0,0,-0.1804275467173175,-0.1855286680822921,-0.1944564518273149,5,3
3,5,3,2,-0.1631503210469977,-0.1638472416046836,-0.169492703588114,0,0,0.6776668598026099,0.6320636464984968,0,0,-0.1202720937262483,-0.1379488997847835,0,0,-0.1804275467173175,-0.1855286680822921,-0.1944564518273149,5,3
3,5,1,1,-0.1631503210535998,-0.1638472416120497,-0.1694927035947827,0,0,0.6776668598026099,0.6320636464984968,0,0,-0.1202720937262483,-0.1379488997847835,0,0,-0.1804275467173175,-0.1855286680822921,-0.1944564518273149,5,3
6,6,0,3,-0.1626611766374666,-0.1633307803855965,-0.1689980160134224,0,0,,,0,0,0.1094649699250105,0.0929919241447961,0,0,-0.2086615582491093,-0.2155495804330787,-0.2200783479738605,6,6
6,6,2,0,,,,0,0,,,0,0,0.1094649699250105,0.0929919241447961,0,0,-0.2086615582491093,-0.2155495804330787,-0.2200783479738605,6,6
6,6,3,2,,,,0,0,,,0,0,0.1094649699250105,0.0929919241447961,0,0,-0.2086615582491093,-0.2155495804330787,-0.2200783479738605,6,6
6,6,1,1,,,,0,0,,,0,0,0.1094649699250105,0.0929919241447961,0,0,-0.2086615582491093,-0.2155495804330787,-0.2200783479738605,6,6
9,7,0,3,0.5962619221865777,0.6100310763975774,0.5613333200499215,0,0,-0.1043339724261161,-0.1370614113936159,0,0,-1.2579285435088925,-1.2823390233333254,0,0,,,,7,9
9,7,2,0,-0.1631503210546381,-0.1638472416127547,-0.1694927035955783,0,0,-0.1043339724261161,-0.1370614113936159,0,0,-1.2579285435088925,-1.2823390233333254,0,0,,,,7,9
9,7,3,2,-0.1631503210463695,-0.1638472416042512,-0.1694927035873499,0,0,-0.1043339724261161,-0.1370614113936159,0,0,-1.2579285435088925,-1.2823390233333254,0,0,,,,7,9
